Post code,Post office name,Branch,Post office level,Status,Pickup Branch,Commune EN,Branch Code,Category,Search Text
PNPP011,Dangkao,PNP - Phnom Penh Branch,Post Office,In effect,PNPP011,Dangkao,PNP,Post Office,PNPP011 | Dangkao | Dangkao | 0883331768 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP012,Kamboul,PNP - Phnom Penh Branch,Post Office,In effect,PNPP012,Kamboul,PNP,Post Office,PNPP012 | Kamboul | Kamboul | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP013,Saen Sokh,PNP - Phnom Penh Branch,Post Office,In effect,PNPP013,Saen Sokh,PNP,Post Office,PNPP013 | Saen Sokh | Saen Sokh | 0889432820 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP014,Doun Penh,PNP - Phnom Penh Branch,Post Office,In effect,PNPP014,Doun Penh,PNP,Post Office,PNPP014 | Doun Penh | Doun Penh | 0888985557 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPS001,Phsar Thmei Ti Muoy,PNP - Phnom Penh Branch,Showroom,In effect,PNPS001,Phsar Thmei Ti Muoy,PNP,Showroom,PNPS001 | Phsar Thmei Ti Muoy | Phsar Thmei Ti Muoy | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS002,Boeng Kak Ti Pir,PNP - Phnom Penh Branch,Showroom,In effect,PNPS002,Boeng Kak Ti Pir,PNP,Showroom,PNPS002 | Boeng Kak Ti Pir | Boeng Kak Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS003,Nirouth,PNP - Phnom Penh Branch,Showroom,In effect,PNPS003,Nirouth,PNP,Showroom,PNPS003 | Nirouth | Nirouth | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS004,Tuek Thla,PNP - Phnom Penh Branch,Showroom,In effect,PNPS004,Tuek Thla,PNP,Showroom,PNPS004 | Tuek Thla | Tuek Thla | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS005,Chaom Chau Ti Muoy 01,PNP - Phnom Penh Branch,Showroom,In effect,PNPS005,Chaom Chau Ti Muoy 01,PNP,Showroom,PNPS005 | Chaom Chau Ti Muoy 01 | Chaom Chau Ti Muoy 01 | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS006,Srah Chak,PNP - Phnom Penh Branch,Showroom,In effect,PNPS006,Srah Chak,PNP,Showroom,PNPS006 | Srah Chak | Srah Chak | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS007,Tuol Svay Prey Ti Pir,PNP - Phnom Penh Branch,Showroom,In effect,PNPS007,Tuol Svay Prey Ti Pir,PNP,Showroom,PNPS007 | Tuol Svay Prey Ti Pir | Tuol Svay Prey Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
PNPS008,Chaom Chau Ti Muoy 02,PNP - Phnom Penh Branch,Showroom,In effect,PNPS008,Chaom Chau Ti Muoy 02,PNP,Showroom,PNPS008 | Chaom Chau Ti Muoy 02 | Chaom Chau Ti Muoy 02 | PNP | Phnom Penh Branch | Phnom Penh Branch | Showroom
TEST,MAPBCCS,PNP - Phnom Penh Branch,Agent,Out of effect,TEST,MAPBCCS,PNP,Agent,TEST | MAPBCCS | MAPBCCS | 0314930000 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PRE040,Pea REANG,PRE - Prey Veng,Agent,In effect,PRE040,Pea REANG,PRE,Agent,PRE040 | Pea REANG | Pea REANG | 0717740101 | PRE | Prey Veng | Prey Veng | Agent
PREA001,Prey Pnov 01,PRE - Prey Veng,Agent,In effect,PREA001,Prey Pnov 01,PRE,Agent,PREA001 | Prey Pnov 01 | Prey Pnov 01 | 0888814399 | PRE | Prey Veng | Prey Veng | Agent
PREA002,Prey Kanlaong,PRE - Prey Veng,Agent,In effect,PREA002,Prey Kanlaong,PRE,Agent,PREA002 | Prey Kanlaong | Prey Kanlaong | 0888864046 | PRE | Prey Veng | Prey Veng | Agent
PREA003,Svay Antor 01,PRE - Prey Veng,Agent,In effect,PREA003,Svay Antor 01,PRE,Agent,PREA003 | Svay Antor 01 | Svay Antor 01 | 0888881669 | PRE | Prey Veng | Prey Veng | Agent
PREA004,Svay Antor 02,PRE - Prey Veng,Agent,In effect,PREA004,Svay Antor 02,PRE,Agent,PREA004 | Svay Antor 02 | Svay Antor 02 | 0977610036 | PRE | Prey Veng | Prey Veng | Agent
PREA005,Preaek Ta Sar,PRE - Prey Veng,Agent,In effect,PREA005,Preaek Ta Sar,PRE,Agent,PREA005 | Preaek Ta Sar | Preaek Ta Sar | 0718880188 | PRE | Prey Veng | Prey Veng | Agent
PREA006,Prey Daeum Thnoeng,PRE - Prey Veng,Agent,In effect,PREA006,Prey Daeum Thnoeng,PRE,Agent,PREA006 | Prey Daeum Thnoeng | Prey Daeum Thnoeng | 0975161696 | PRE | Prey Veng | Prey Veng | Agent
PREA007,Roka,PRE - Prey Veng,Agent,In effect,PREA007,Roka,PRE,Agent,PREA007 | Roka | Roka | 0887923737 | PRE | Prey Veng | Prey Veng | Agent
PREA008,Prey Pnov 02,PRE - Prey Veng,Agent,In effect,PREA008,Prey Pnov 02,PRE,Agent,PREA008 | Prey Pnov 02 | Prey Pnov 02 | 068663933 | PRE | Prey Veng | Prey Veng | Agent
PREA009,Smaong Khang Cheung,PRE - Prey Veng,Agent,In effect,PREA009,Smaong Khang Cheung,PRE,Agent,PREA009 | Smaong Khang Cheung | Smaong Khang Cheung | 0717764777 | PRE | Prey Veng | Prey Veng | Agent
PREA010,Tnaot,PRE - Prey Veng,Agent,In effect,PREA010,Tnaot,PRE,Agent,PREA010 | Tnaot | Tnaot | 0716638822 | PRE | Prey Veng | Prey Veng | Agent
PREA011,Kranhung,PRE - Prey Veng,Agent,In effect,PREA011,Kranhung,PRE,Agent,PREA011 | Kranhung | Kranhung | 0979227625 | PRE | Prey Veng | Prey Veng | Agent
PREA012,Chres 01,PRE - Prey Veng,Agent,In effect,PREA012,Chres 01,PRE,Agent,PREA012 | Chres 01 | Chres 01 | 0713644302 | PRE | Prey Veng | Prey Veng | Agent
PREA013,Prasat,PRE - Prey Veng,Agent,In effect,PREA013,Prasat,PRE,Agent,PREA013 | Prasat | Prasat | 0314262232 | PRE | Prey Veng | Prey Veng | Agent
PREA014,Angkor Sar,PRE - Prey Veng,Agent,In effect,PREA014,Angkor Sar,PRE,Agent,PREA014 | Angkor Sar | Angkor Sar | 0887732183 | PRE | Prey Veng | Prey Veng | Agent
PREA015,Banteay Chakrei 01,PRE - Prey Veng,Agent,In effect,PREA015,Banteay Chakrei 01,PRE,Agent,PREA015 | Banteay Chakrei 01 | Banteay Chakrei 01 | 090348958 | PRE | Prey Veng | Prey Veng | Agent
PREA016,Boeng Preah,PRE - Prey Veng,Agent,In effect,PREA016,Boeng Preah,PRE,Agent,PREA016 | Boeng Preah | Boeng Preah | 0716909494 | PRE | Prey Veng | Prey Veng | Agent
PREA017,Preaek Khsay Kha,PRE - Prey Veng,Agent,In effect,PREA017,Preaek Khsay Kha,PRE,Agent,PREA017 | Preaek Khsay Kha | Preaek Khsay Kha | 090236222 | PRE | Prey Veng | Prey Veng | Agent
PREA018,Prey Totueng,PRE - Prey Veng,Agent,In effect,PREA018,Prey Totueng,PRE,Agent,PREA018 | Prey Totueng | Prey Totueng | 0978381594 | PRE | Prey Veng | Prey Veng | Agent
PREA019,Kampong Trabaek,PRE - Prey Veng,Agent,In effect,PREA019,Kampong Trabaek,PRE,Agent,PREA019 | Kampong Trabaek | Kampong Trabaek | 0978993411 | PRE | Prey Veng | Prey Veng | Agent
PREA020,Angkor Reach,PRE - Prey Veng,Agent,In effect,PREA020,Angkor Reach,PRE,Agent,PREA020 | Angkor Reach | Angkor Reach | 0978931026 | PRE | Prey Veng | Prey Veng | Agent
PREA021,Banteay Chakrei 02,PRE - Prey Veng,Agent,In effect,PREA021,Banteay Chakrei 02,PRE,Agent,PREA021 | Banteay Chakrei 02 | Banteay Chakrei 02 | 0714884338 | PRE | Prey Veng | Prey Veng | Agent
PREA022,Chres 02,PRE - Prey Veng,Agent,In effect,PREA022,Chres 02,PRE,Agent,PREA022 | Chres 02 | Chres 02 | 0979060115 | PRE | Prey Veng | Prey Veng | Agent
PREA023,Peam Ro,PRE - Prey Veng,Agent,In effect,PREA023,Peam Ro,PRE,Agent,PREA023 | Peam Ro | Peam Ro | 0314440002 | PRE | Prey Veng | Prey Veng | Agent
PREA024,Chheu Kach,PRE - Prey Veng,Agent,In effect,PREA024,Chheu Kach,PRE,Agent,PREA024 | Chheu Kach | Chheu Kach | 0315555262 | PRE | Prey Veng | Prey Veng | Agent
PREA025,Peam Muntear,PRE - Prey Veng,Agent,In effect,PREA025,Peam Muntear,PRE,Agent,PREA025 | Peam Muntear | Peam Muntear | 0712220180 | PRE | Prey Veng | Prey Veng | Agent
PREA026,Prey Tueng,PRE - Prey Veng,Agent,In effect,PREA026,Prey Tueng,PRE,Agent,PREA026 | Prey Tueng | Prey Tueng | 0314874949 | PRE | Prey Veng | Prey Veng | Agent
PREA027,CHHEANG SEANGKHIN,PRE - Prey Veng,Agent,In effect,PREA027,CHHEANG SEANGKHIN,PRE,Agent,PREA027 | CHHEANG SEANGKHIN | CHHEANG SEANGKHIN | 090772299 | PRE | Prey Veng | Prey Veng | Agent
PREA028,Sao Raksmey,PRE - Prey Veng,Agent,In effect,PREA028,Sao Raksmey,PRE,Agent,PREA028 | Sao Raksmey | Sao Raksmey | 0972706439 | PRE | Prey Veng | Prey Veng | Agent
PREA029,Kampong Soeng,PRE - Prey Veng,Agent,In effect,PREA029,Kampong Soeng,PRE,Agent,PREA029 | Kampong Soeng | Kampong Soeng | 0884653111 | PRE | Prey Veng | Prey Veng | Agent
PREA030,Me Sang,PRE - Prey Veng,Agent,In effect,PREA030,Me Sang,PRE,Agent,PREA030 | Me Sang | Me Sang | 0317000006 | PRE | Prey Veng | Prey Veng | Agent
PREA031,Kampong Trabaek,PRE - Prey Veng,Agent,In effect,PREA031,Kampong Trabaek,PRE,Agent,PREA031 | Kampong Trabaek | Kampong Trabaek | 0889916636 | PRE | Prey Veng | Prey Veng | Agent
PREA032,Peam Ro,PRE - Prey Veng,Agent,In effect,PREA032,Peam Ro,PRE,Agent,PREA032 | Peam Ro | Peam Ro | 0884311255 | PRE | Prey Veng | Prey Veng | Agent
PREA033,Svay Antor,PRE - Prey Veng,Agent,In effect,PREA033,Svay Antor,PRE,Agent,PREA033 | Svay Antor | Svay Antor | 0716334505 | PRE | Prey Veng | Prey Veng | Agent
PREA034,Kamchay Mear,PRE - Prey Veng,Agent,In effect,PREA034,Kamchay Mear,PRE,Agent,PREA034 | Kamchay Mear | Kamchay Mear | 0712897000 | PRE | Prey Veng | Prey Veng | Agent
PREA035,Preach Sdach,PRE - Prey Veng,Agent,In effect,PREA035,Preach Sdach,PRE,Agent,PREA035 | Preach Sdach | Preach Sdach | 066699942 | PRE | Prey Veng | Prey Veng | Agent
PREA036,Preach Sdach,PRE - Prey Veng,Agent,In effect,PREA036,Preach Sdach,PRE,Agent,PREA036 | Preach Sdach | Preach Sdach | 0977752906 | PRE | Prey Veng | Prey Veng | Agent
PREA037,Preach Sdach,PRE - Prey Veng,Agent,In effect,PREA037,Preach Sdach,PRE,Agent,PREA037 | Preach Sdach | Preach Sdach | 0888897456 | PRE | Prey Veng | Prey Veng | Agent
PREA038,Svay Antor,PRE - Prey Veng,Agent,In effect,PREA038,Svay Antor,PRE,Agent,PREA038 | Svay Antor | Svay Antor | 0718000166 | PRE | Prey Veng | Prey Veng | Agent
PREA039,Kanhchriech,PRE - Prey Veng,Agent,In effect,PREA039,Kanhchriech,PRE,Agent,PREA039 | Kanhchriech | Kanhchriech | 0319800009 | PRE | Prey Veng | Prey Veng | Agent
PREP001,Prey Veng,PRE - Prey Veng,Post Office,In effect,PREP001,Prey Veng,PRE,Post Office,PREP001 | Prey Veng | Prey Veng | 0712930022 | PRE | Prey Veng | Prey Veng | Post Office
PRES001,Kampong Leav,PRE - Prey Veng,Showroom,In effect,PRES001,Kampong Leav,PRE,Showroom,PRES001 | Kampong Leav | Kampong Leav | 0973330402 | PRE | Prey Veng | Prey Veng | Showroom
PRES002,Preaek Khsay Kha,PRE - Prey Veng,Showroom,In effect,PRES002,Preaek Khsay Kha,PRE,Showroom,PRES002 | Preaek Khsay Kha | Preaek Khsay Kha | 0889401311 | PRE | Prey Veng | Prey Veng | Showroom
PRES003,Chheu Kach,PRE - Prey Veng,Showroom,In effect,PRES003,Chheu Kach,PRE,Showroom,PRES003 | Chheu Kach | Chheu Kach | PRE | Prey Veng | Prey Veng | Showroom
PRES004,Chheu Kach,PRE - Prey Veng,Showroom,In effect,PRES004,Chheu Kach,PRE,Showroom,PRES004 | Chheu Kach | Chheu Kach | 068406208 | PRE | Prey Veng | Prey Veng | Showroom
PRES005,Roka,PRE - Prey Veng,Showroom,In effect,PRES005,Roka,PRE,Showroom,PRES005 | Roka | Roka | 0973856137 | PRE | Prey Veng | Prey Veng | Showroom
PRHA001,Pal Hal,PRH - Preah Vihear,Agent,In effect,PRHA001,Pal Hal,PRH,Agent,PRHA001 | Pal Hal | Pal Hal | 0972269860 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA002,Toek Kraham,PRH - Preah Vihear,Agent,In effect,PRHA002,Toek Kraham,PRH,Agent,PRHA002 | Toek Kraham | Toek Kraham | 0974833461 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA003,Rumdaoh Srae,PRH - Preah Vihear,Agent,In effect,PRHA003,Rumdaoh Srae,PRH,Agent,PRHA003 | Rumdaoh Srae | Rumdaoh Srae | 066286770 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA004,Kantuot,PRH - Preah Vihear,Agent,In effect,PRHA004,Kantuot,PRH,Agent,PRHA004 | Kantuot | Kantuot | 0889903333 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA005,Kuleaen Tboung,PRH - Preah Vihear,Agent,In effect,PRHA005,Kuleaen Tboung,PRH,Agent,PRHA005 | Kuleaen Tboung | Kuleaen Tboung | 0313309030 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA006,Choam Khsan,PRH - Preah Vihear,Agent,In effect,PRHA006,Choam Khsan,PRH,Agent,PRHA006 | Choam Khsan | Choam Khsan | 0316692222 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA007,Kampong Sralau Pir,PRH - Preah Vihear,Agent,In effect,PRHA007,Kampong Sralau Pir,PRH,Agent,PRHA007 | Kampong Sralau Pir | Kampong Sralau Pir | 0977477105 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA008,Chamraeun,PRH - Preah Vihear,Agent,In effect,PRHA008,Chamraeun,PRH,Agent,PRHA008 | Chamraeun | Chamraeun | 0979999660 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA009,S'ang,PRH - Preah Vihear,Agent,In effect,PRHA009,S'ang,PRH,Agent,PRHA009 | S'ang | S'ang | 0887799550 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA010,Preah Khleang,PRH - Preah Vihear,Agent,In effect,PRHA010,Preah Khleang,PRH,Agent,PRHA010 | Preah Khleang | Preah Khleang | 0883220036 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA011,Robieb,PRH - Preah Vihear,Agent,In effect,PRHA011,Robieb,PRH,Agent,PRHA011 | Robieb | Robieb | 0972123227 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA012,Chhaeb Muoy,PRH - Preah Vihear,Agent,In effect,PRHA012,Chhaeb Muoy,PRH,Agent,PRHA012 | Chhaeb Muoy | Chhaeb Muoy | 0977268488 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA013,Rummeakney,PRH - Preah Vihear,Agent,In effect,PRHA013,Rummeakney,PRH,Agent,PRHA013 | Rummeakney | Rummeakney | 0312353506 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA015,Phnum Tbaeng Pir,PRH - Preah Vihear,Agent,In effect,PRHA015,Phnum Tbaeng Pir,PRH,Agent,PRHA015 | Phnum Tbaeng Pir | Phnum Tbaeng Pir | 0975434842 | PRH | Preah Vihear | Preah Vihear | Agent
PRHA016,Srayang,PRH - Preah Vihear,Agent,In effect,PRHA016,Srayang,PRH,Agent,PRHA016 | Srayang | Srayang | 0882224111 | PRH | Preah Vihear | Preah Vihear | Agent
PRHP001,Preah Vihear,PRH - Preah Vihear,Post Office,In effect,PRHP001,Preah Vihear,PRH,Post Office,PRHP001 | Preah Vihear | Preah Vihear | 0974477281 | PRH | Preah Vihear | Preah Vihear | Post Office
PRHS001,Kampong Pranak,PRH - Preah Vihear,Showroom,In effect,PRHS001,Kampong Pranak,PRH,Showroom,PRHS001 | Kampong Pranak | Kampong Pranak | 0977778830 | PRH | Preah Vihear | Preah Vihear | Showroom
PURA001,Kandieng,PUR - Pursat,Agent,In effect,PURA001,Kandieng,PUR,Agent,PURA001 | Kandieng | Kandieng | 0975599822 | PUR | Pursat | Pursat | Agent
PURA002,Srae Sdok,PUR - Pursat,Agent,In effect,PURA002,Srae Sdok,PUR,Agent,PURA002 | Srae Sdok | Srae Sdok | 060382388 | PUR | Pursat | Pursat | Agent
PURA003,Chheu Tom,PUR - Pursat,Agent,In effect,PURA003,Chheu Tom,PUR,Agent,PURA003 | Chheu Tom | Chheu Tom | 0712510096 | PUR | Pursat | Pursat | Agent
PURA004,Phteah Rung,PUR - Pursat,Agent,In effect,PURA004,Phteah Rung,PUR,Agent,PURA004 | Phteah Rung | Phteah Rung | 0883656115 | PUR | Pursat | Pursat | Agent
PURA005,Sna Ansa,PUR - Pursat,Agent,In effect,PURA005,Sna Ansa,PUR,Agent,PURA005 | Sna Ansa | Sna Ansa | 0977934754 | PUR | Pursat | Pursat | Agent
PURA006,Leach,PUR - Pursat,Agent,In effect,PURA006,Leach,PUR,Agent,PURA006 | Leach | Leach | 0973333773 | PUR | Pursat | Pursat | Agent
PURA007,Ta Lou 01,PUR - Pursat,Agent,In effect,PURA007,Ta Lou 01,PUR,Agent,PURA007 | Ta Lou 01 | Ta Lou 01 | 0715421918 | PUR | Pursat | Pursat | Agent
PURA008,Anlung Tnaot,PUR - Pursat,Agent,In effect,PURA008,Anlung Tnaot,PUR,Agent,PURA008 | Anlung Tnaot | Anlung Tnaot | 0974178777 | PUR | Pursat | Pursat | Agent
PURA009,Me Tuek,PUR - Pursat,Agent,In effect,PURA009,Me Tuek,PUR,Agent,PURA009 | Me Tuek | Me Tuek | 067300991 | PUR | Pursat | Pursat | Agent
PURA010,Pramaoy 01,PUR - Pursat,Agent,In effect,PURA010,Pramaoy 01,PUR,Agent,PURA010 | Pramaoy 01 | Pramaoy 01 | 0889002282 | PUR | Pursat | Pursat | Agent
PURA011,Pramaoy 02,PUR - Pursat,Agent,In effect,PURA011,Pramaoy 02,PUR,Agent,PURA011 | Pramaoy 02 | Pramaoy 02 | 0884370168 | PUR | Pursat | Pursat | Agent
PURA012,Ou Ta Paong,PUR - Pursat,Agent,In effect,PURA012,Ou Ta Paong,PUR,Agent,PURA012 | Ou Ta Paong | Ou Ta Paong | 0977395398 | PUR | Pursat | Pursat | Agent
PURA013,Ou Saom,PUR - Pursat,Agent,In effect,PURA013,Ou Saom,PUR,Agent,PURA013 | Ou Saom | Ou Saom | 0889469666 | PUR | Pursat | Pursat | Agent
PURA014,Snam Preah,PUR - Pursat,Agent,In effect,PURA014,Snam Preah,PUR,Agent,PURA014 | Snam Preah | Snam Preah | 0976632663 | PUR | Pursat | Pursat | Agent
PURA015,Ou Sandan,PUR - Pursat,Agent,In effect,PURA015,Ou Sandan,PUR,Agent,PURA015 | Ou Sandan | Ou Sandan | 0977990073 | PUR | Pursat | Pursat | Agent
PURA016,Ta Lou 02,PUR - Pursat,Agent,In effect,PURA016,Ta Lou 02,PUR,Agent,PURA016 | Ta Lou 02 | Ta Lou 02 | 0966719553 | PUR | Pursat | Pursat | Agent
PURA017,Boeng Khnar,PUR - Pursat,Agent,In effect,PURA017,Boeng Khnar,PUR,Agent,PURA017 | Boeng Khnar | Boeng Khnar | 0713222192 | PUR | Pursat | Pursat | Agent
PURA018,Trapeang Chong,PUR - Pursat,Agent,In effect,PURA018,Trapeang Chong,PUR,Agent,PURA018 | Trapeang Chong | Trapeang Chong | 0976877444 | PUR | Pursat | Pursat | Agent
PURP001,Pousat,PUR - Pursat,Post Office,In effect,PURP001,Pousat,PUR,Post Office,PURP001 | Pousat | Pousat | 0977738488 | PUR | Pursat | Pursat | Post Office
PURS001,Phteah Prey,PUR - Pursat,Showroom,In effect,PURS001,Phteah Prey,PUR,Showroom,PURS001 | Phteah Prey | Phteah Prey | PUR | Pursat | Pursat | Showroom
PURS002,Boeng Khnar,PUR - Pursat,Showroom,In effect,PURS002,Boeng Khnar,PUR,Showroom,PURS002 | Boeng Khnar | Boeng Khnar | PUR | Pursat | Pursat | Showroom
ROTA001,Trapeang Chres,ROT - Ratanak Kiri,Agent,In effect,ROTA001,Trapeang Chres,ROT,Agent,ROTA001 | Trapeang Chres | Trapeang Chres | 0974707171 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA002,Labansiek,ROT - Ratanak Kiri,Agent,In effect,ROTA002,Labansiek,ROT,Agent,ROTA002 | Labansiek | Labansiek | 0975578077 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA003,Ta Veaeng Leu,ROT - Ratanak Kiri,Agent,In effect,ROTA003,Ta Veaeng Leu,ROT,Agent,ROTA003 | Ta Veaeng Leu | Ta Veaeng Leu | 0717272436 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA004,Keh Chong,ROT - Ratanak Kiri,Agent,In effect,ROTA004,Keh Chong,ROT,Agent,ROTA004 | Keh Chong | Keh Chong | 0974970505 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA005,Lum Choar,ROT - Ratanak Kiri,Agent,In effect,ROTA005,Lum Choar,ROT,Agent,ROTA005 | Lum Choar | Lum Choar | 0979818199 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA006,Chey Otdam 01,ROT - Ratanak Kiri,Agent,In effect,ROTA006,Chey Otdam 01,ROT,Agent,ROTA006 | Chey Otdam 01 | Chey Otdam 01 | 0977740002 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA007,Malik,ROT - Ratanak Kiri,Agent,In effect,ROTA007,Malik,ROT,Agent,ROTA007 | Malik | Malik | 0974538161 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA008,Kachanh 01,ROT - Ratanak Kiri,Agent,In effect,ROTA008,Kachanh 01,ROT,Agent,ROTA008 | Kachanh 01 | Kachanh 01 | 0978252640 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA009,Kachanh 02,ROT - Ratanak Kiri,Agent,In effect,ROTA009,Kachanh 02,ROT,Agent,ROTA009 | Kachanh 02 | Kachanh 02 | 0888989883 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA010,Teun,ROT - Ratanak Kiri,Agent,In effect,ROTA010,Teun,ROT,Agent,ROTA010 | Teun | Teun | 0885949079 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA011,Chey Otdam 02,ROT - Ratanak Kiri,Agent,In effect,ROTA011,Chey Otdam 02,ROT,Agent,ROTA011 | Chey Otdam 02 | Chey Otdam 02 | 0975862533 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA012,Ba Tang,ROT - Ratanak Kiri,Agent,In effect,ROTA012,Ba Tang,ROT,Agent,ROTA012 | Ba Tang | Ba Tang | 060929929 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA013,Ou Chum,ROT - Ratanak Kiri,Agent,In effect,ROTA013,Ou Chum,ROT,Agent,ROTA013 | Ou Chum | Ou Chum | 0313377735 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA014,Trapeang Kraham 01,ROT - Ratanak Kiri,Agent,In effect,ROTA014,Trapeang Kraham 01,ROT,Agent,ROTA014 | Trapeang Kraham 01 | Trapeang Kraham 01 | 0974821222 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA015,Veun Sai,ROT - Ratanak Kiri,Agent,In effect,ROTA015,Veun Sai,ROT,Agent,ROTA015 | Veun Sai | Veun Sai | 0978441069 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA016,Trapeang Kraham 02,ROT - Ratanak Kiri,Agent,In effect,ROTA016,Trapeang Kraham 02,ROT,Agent,ROTA016 | Trapeang Kraham 02 | Trapeang Kraham 02 | 0979604499 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTA017,Srae Angkrong,ROT - Ratanak Kiri,Agent,In effect,ROTA017,Srae Angkrong,ROT,Agent,ROTA017 | Srae Angkrong | Srae Angkrong | 0972997353 | ROT | Ratanak Kiri | Ratanak Kiri | Agent
ROTP001,Ratanakiri,ROT - Ratanak Kiri,Post Office,In effect,ROTP001,Ratanakiri,ROT,Post Office,ROTP001 | Ratanakiri | Ratanakiri | 0972959859 | ROT | Ratanak Kiri | Ratanak Kiri | Post Office
ROTS001,Labansiek,ROT - Ratanak Kiri,Showroom,In effect,ROTS001,Labansiek,ROT,Showroom,ROTS001 | Labansiek | Labansiek | 0975330962 | ROT | Ratanak Kiri | Ratanak Kiri | Showroom
ROTS002,La Minh,ROT - Ratanak Kiri,Showroom,In effect,ROTS002,La Minh,ROT,Showroom,ROTS002 | La Minh | La Minh | 0977773839 | ROT | Ratanak Kiri | Ratanak Kiri | Showroom
ROTS003,Boeng Kansaeng,ROT - Ratanak Kiri,Showroom,In effect,ROTS003,Boeng Kansaeng,ROT,Showroom,ROTS003 | Boeng Kansaeng | Boeng Kansaeng | 0315555236 | ROT | Ratanak Kiri | Ratanak Kiri | Showroom
HUBSIE001,Hub vùng HUBSIE001,SIE - Siem Reap,Warehouse / Hub,Out of effect,HUBSIE001,Hub vùng HUBSIE001,SIE,Warehouse / Hub,HUBSIE001 | Hub vùng HUBSIE001 | Hub vùng HUBSIE001 | SIE | Siem Reap | Siem Reap | Warehouse / Hub
HZ2P01,Head Office Z2,SIE - Siem Reap,Post Office,In effect,HZ2P01,Head Office Z2,SIE,Post Office,HZ2P01 | Head Office Z2 | Head Office Z2 | SIE | Siem Reap | Siem Reap | Post Office
SIEA001,Svay Leu,SIE - Siem Reap,Agent,In effect,SIEA001,Svay Leu,SIE,Agent,SIEA001 | Svay Leu | Svay Leu | 0979053555 | SIE | Siem Reap | Siem Reap | Agent
SIEA002,Puok 01,SIE - Siem Reap,Agent,In effect,SIEA002,Puok 01,SIE,Agent,SIEA002 | Puok 01 | Puok 01 | 0975481444 | SIE | Siem Reap | Siem Reap | Agent
SIEA003,Dam Daek,SIE - Siem Reap,Agent,In effect,SIEA003,Dam Daek,SIE,Agent,SIEA003 | Dam Daek | Dam Daek | 066865653 | SIE | Siem Reap | Siem Reap | Agent
SIEA005,Srangae,SIE - Siem Reap,Agent,In effect,SIEA005,Srangae,SIE,Agent,SIEA005 | Srangae | Srangae | 0974343776 | SIE | Siem Reap | Siem Reap | Agent
SIEA006,Kralanh,SIE - Siem Reap,Agent,In effect,SIEA006,Kralanh,SIE,Agent,SIEA006 | Kralanh | Kralanh | 0975464445 | SIE | Siem Reap | Siem Reap | Agent
SIEA007,Srae Nouy,SIE - Siem Reap,Agent,In effect,SIEA007,Srae Nouy,SIE,Agent,SIEA007 | Srae Nouy | Srae Nouy | 060596668 | SIE | Siem Reap | Siem Reap | Agent
SIEA008,Kampong Kdei,SIE - Siem Reap,Agent,In effect,SIEA008,Kampong Kdei,SIE,Agent,SIEA008 | Kampong Kdei | Kampong Kdei | 0884246677 | SIE | Siem Reap | Siem Reap | Agent
