Post code,Post office name,Branch,Post office level,Status,Pickup Branch,Commune EN,Branch Code,Category,Search Text
BANA001,Chamnaom,BAN - Banteay Meanchey,Agent,In effect,BANA001,Chamnaom,BAN,Agent,BANA001 | Chamnaom | Chamnaom | 0716111197 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA002,Paoy Paet,BAN - Banteay Meanchey,Agent,In effect,BANA002,Paoy Paet,BAN,Agent,BANA002 | Paoy Paet | Paoy Paet | 068664966 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA003,Preah Punlea,BAN - Banteay Meanchey,Agent,In effect,BANA003,Preah Punlea,BAN,Agent,BANA003 | Preah Punlea | Preah Punlea | 0884844416 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA004,Phsar Kandal,BAN - Banteay Meanchey,Agent,In effect,BANA004,Phsar Kandal,BAN,Agent,BANA004 | Phsar Kandal | Phsar Kandal | 0882344488 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA005,Ou Ruessei,BAN - Banteay Meanchey,Agent,In effect,BANA005,Ou Ruessei,BAN,Agent,BANA005 | Ou Ruessei | Ou Ruessei | 0977842760 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA006,Roluos,BAN - Banteay Meanchey,Agent,In effect,BANA006,Roluos,BAN,Agent,BANA006 | Roluos | Roluos | 067253334 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA007,Phnum Touch,BAN - Banteay Meanchey,Agent,In effect,BANA007,Phnum Touch,BAN,Agent,BANA007 | Phnum Touch | Phnum Touch | 0973991168 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA008,Paoy Char,BAN - Banteay Meanchey,Agent,In effect,BANA008,Paoy Char,BAN,Agent,BANA008 | Paoy Char | Paoy Char | 0889574697 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA009,Chub Vari,BAN - Banteay Meanchey,Agent,In effect,BANA009,Chub Vari,BAN,Agent,BANA009 | Chub Vari | Chub Vari | 0717333545 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA010,Banteay Chhmar,BAN - Banteay Meanchey,Agent,In effect,BANA010,Banteay Chhmar,BAN,Agent,BANA010 | Banteay Chhmar | Banteay Chhmar | 0976111877 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA011,Kampong Svay,BAN - Banteay Meanchey,Agent,In effect,BANA011,Kampong Svay,BAN,Agent,BANA011 | Kampong Svay | Kampong Svay | 066824778 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA012,Malai,BAN - Banteay Meanchey,Agent,In effect,BANA012,Malai,BAN,Agent,BANA012 | Malai | Malai | 0313339007 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA013,Thma Puok,BAN - Banteay Meanchey,Agent,In effect,BANA013,Thma Puok,BAN,Agent,BANA013 | Thma Puok | Thma Puok | 0974331131 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA014,Koub,BAN - Banteay Meanchey,Agent,In effect,BANA014,Koub,BAN,Agent,BANA014 | Koub | Koub | 0973037787 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA015,Changha,BAN - Banteay Meanchey,Agent,In effect,BANA015,Changha,BAN,Agent,BANA015 | Changha | Changha | 068982047 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA016,Phnum Lieb,BAN - Banteay Meanchey,Agent,In effect,BANA016,Phnum Lieb,BAN,Agent,BANA016 | Phnum Lieb | Phnum Lieb | 0885960140 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA017,Punley,BAN - Banteay Meanchey,Agent,In effect,BANA017,Punley,BAN,Agent,BANA017 | Punley | Punley | 0975662211 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA018,Sla Kram,BAN - Banteay Meanchey,Agent,In effect,BANA018,Sla Kram,BAN,Agent,BANA018 | Sla Kram | Sla Kram | 0972078889 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA020,Banteay Neang,BAN - Banteay Meanchey,Agent,In effect,BANA020,Banteay Neang,BAN,Agent,BANA020 | Banteay Neang | Banteay Neang | 067895868 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANA021,Lay Kimleng,BAN - Banteay Meanchey,Agent,In effect,BANA021,Lay Kimleng,BAN,Agent,BANA021 | Lay Kimleng | Lay Kimleng | 0714497449 | BAN | Banteay Meanchey | Banteay Meanchey | Agent
BANP001,Serei Saophoan,BAN - Banteay Meanchey,Post Office,In effect,BANP001,Serei Saophoan,BAN,Post Office,BANP001 | Serei Saophoan | Serei Saophoan | 0316000285 | BAN | Banteay Meanchey | Banteay Meanchey | Post Office
BANS001,Ou Ambel,BAN - Banteay Meanchey,Showroom,In effect,BANS001,Ou Ambel,BAN,Showroom,BANS001 | Ou Ambel | Ou Ambel | 0976868001 | BAN | Banteay Meanchey | Banteay Meanchey | Showroom
BANS002,Paoy Paet,BAN - Banteay Meanchey,Showroom,In effect,BANS002,Paoy Paet,BAN,Showroom,BANS002 | Paoy Paet | Paoy Paet | 0976868001 | BAN | Banteay Meanchey | Banteay Meanchey | Showroom
BANS003,Thma Puok,BAN - Banteay Meanchey,Showroom,In effect,BANS003,Thma Puok,BAN,Showroom,BANS003 | Thma Puok | Thma Puok | 0976868003 | BAN | Banteay Meanchey | Banteay Meanchey | Showroom
BANS004,Srah Chik,BAN - Banteay Meanchey,Showroom,In effect,BANS004,Srah Chik,BAN,Showroom,BANS004 | Srah Chik | Srah Chik | 0976868004 | BAN | Banteay Meanchey | Banteay Meanchey | Showroom
BCTEST6,BCTEST6,BAN - Banteay Meanchey,Post Office,Out of effect,BCTEST6,BCTEST6,BAN,Post Office,BCTEST6 | BCTEST6 | BCTEST6 | BAN | Banteay Meanchey | Banteay Meanchey | Post Office
HZ4P01,Head Office Z4,BAN - Banteay Meanchey,Post Office,In effect,HZ4P01,Head Office Z4,BAN,Post Office,HZ4P01 | Head Office Z4 | Head Office Z4 | BAN | Banteay Meanchey | Banteay Meanchey | Post Office
BATA001,Chomkar Somraong,BAT - Battambang,Agent,In effect,BATA001,Chomkar Somraong,BAT,Agent,BATA001 | Chomkar Somraong | Chomkar Somraong | 092281838 | BAT | Battambang | Battambang | Agent
BATA002,Kampong Prieng,BAT - Battambang,Agent,In effect,BATA002,Kampong Prieng,BAT,Agent,BATA002 | Kampong Prieng | Kampong Prieng | 0313804400 | BAT | Battambang | Battambang | Agent
BATA003,Phnum Sampov,BAT - Battambang,Agent,In effect,BATA003,Phnum Sampov,BAT,Agent,BATA003 | Phnum Sampov | Phnum Sampov | 0975055550 | BAT | Battambang | Battambang | Agent
BATA004,Vaot Ta Muem 01,BAT - Battambang,Agent,In effect,BATA004,Vaot Ta Muem 01,BAT,Agent,BATA004 | Vaot Ta Muem 01 | Vaot Ta Muem 01 | 0889678999 | BAT | Battambang | Battambang | Agent
BATA005,Tuol Ta Ek,BAT - Battambang,Agent,In effect,BATA005,Tuol Ta Ek,BAT,Agent,BATA005 | Tuol Ta Ek | Tuol Ta Ek | 0977705535 | BAT | Battambang | Battambang | Agent
BATA006,Moung,BAT - Battambang,Agent,In effect,BATA006,Moung,BAT,Agent,BATA006 | Moung | Moung | 0976083766 | BAT | Battambang | Battambang | Agent
BATA007,Snoeng,BAT - Battambang,Agent,In effect,BATA007,Snoeng,BAT,Agent,BATA007 | Snoeng | Snoeng | 0888876795 | BAT | Battambang | Battambang | Agent
BATA008,Vaot Ta Muem 02,BAT - Battambang,Agent,In effect,BATA008,Vaot Ta Muem 02,BAT,Agent,BATA008 | Vaot Ta Muem 02 | Vaot Ta Muem 02 | 0712700200 | BAT | Battambang | Battambang | Agent
BATA009,REM SOCHEA,BAT - Battambang,Agent,In effect,BATA009,REM SOCHEA,BAT,Agent,BATA009 | REM SOCHEA | REM SOCHEA | 0889977774 | BAT | Battambang | Battambang | Agent
BATA010,Santepheap,BAT - Battambang,Agent,In effect,BATA010,Santepheap,BAT,Agent,BATA010 | Santepheap | Santepheap | 0719596977 | BAT | Battambang | Battambang | Agent
BATA011,Boeng Reang,BAT - Battambang,Agent,In effect,BATA011,Boeng Reang,BAT,Agent,BATA011 | Boeng Reang | Boeng Reang | 067843333 | BAT | Battambang | Battambang | Agent
BATA012,Bour,BAT - Battambang,Agent,In effect,BATA012,Bour,BAT,Agent,BATA012 | Bour | Bour | 0884477766 | BAT | Battambang | Battambang | Agent
BATA013,Pech Chenda 01,BAT - Battambang,Agent,In effect,BATA013,Pech Chenda 01,BAT,Agent,BATA013 | Pech Chenda 01 | Pech Chenda 01 | 0977878161 | BAT | Battambang | Battambang | Agent
BATA014,Pech Chenda 02,BAT - Battambang,Agent,In effect,BATA014,Pech Chenda 02,BAT,Agent,BATA014 | Pech Chenda 02 | Pech Chenda 02 | 0977777893 | BAT | Battambang | Battambang | Agent
BATA015,Sdok Pravoek,BAT - Battambang,Agent,In effect,BATA015,Sdok Pravoek,BAT,Agent,BATA015 | Sdok Pravoek | Sdok Pravoek | 0716709006 | BAT | Battambang | Battambang | Agent
BATA016,Ta Kream,BAT - Battambang,Agent,In effect,BATA016,Ta Kream,BAT,Agent,BATA016 | Ta Kream | Ta Kream | 0717111122 | BAT | Battambang | Battambang | Agent
BATA017,Ta Sanh,BAT - Battambang,Agent,In effect,BATA017,Ta Sanh,BAT,Agent,BATA017 | Ta Sanh | Ta Sanh | 0714776666 | BAT | Battambang | Battambang | Agent
BATA018,Kampong Lpov,BAT - Battambang,Agent,In effect,BATA018,Kampong Lpov,BAT,Agent,BATA018 | Kampong Lpov | Kampong Lpov | 066811551 | BAT | Battambang | Battambang | Agent
BATA019,Traeng,BAT - Battambang,Agent,In effect,BATA019,Traeng,BAT,Agent,BATA019 | Traeng | Traeng | 0714263333 | BAT | Battambang | Battambang | Agent
BATA021,Preaek Chik,BAT - Battambang,Agent,In effect,BATA021,Preaek Chik,BAT,Agent,BATA021 | Preaek Chik | Preaek Chik | 0719462246 | BAT | Battambang | Battambang | Agent
BATA022,Bavel,BAT - Battambang,Agent,In effect,BATA022,Bavel,BAT,Agent,BATA022 | Bavel | Bavel | 060244232 | BAT | Battambang | Battambang | Agent
BATA023,Chrey,BAT - Battambang,Agent,In effect,BATA023,Chrey,BAT,Agent,BATA023 | Chrey | Chrey | 068444789 | BAT | Battambang | Battambang | Agent
BATA024,Boeng Pring,BAT - Battambang,Agent,In effect,BATA024,Boeng Pring,BAT,Agent,BATA024 | Boeng Pring | Boeng Pring | 0719066617 | BAT | Battambang | Battambang | Agent
BATA025,Ta Pung,BAT - Battambang,Agent,In effect,BATA025,Ta Pung,BAT,Agent,BATA025 | Ta Pung | Ta Pung | 066864422 | BAT | Battambang | Battambang | Agent
BATA026,Svay Por,BAT - Battambang,Agent,In effect,BATA026,Svay Por,BAT,Agent,BATA026 | Svay Por | Svay Por | 0886888897 | BAT | Battambang | Battambang | Agent
BATA027,Ou Ta Ki,BAT - Battambang,Agent,In effect,BATA027,Ou Ta Ki,BAT,Agent,BATA027 | Ou Ta Ki | Ou Ta Ki | 0318424242 | BAT | Battambang | Battambang | Agent
BATA028,Ta Sda,BAT - Battambang,Agent,In effect,BATA028,Ta Sda,BAT,Agent,BATA028 | Ta Sda | Ta Sda | 0314157888 | BAT | Battambang | Battambang | Agent
BATA029,Thipakdei,BAT - Battambang,Agent,In effect,BATA029,Thipakdei,BAT,Agent,BATA029 | Thipakdei | Thipakdei | 0979928802 | BAT | Battambang | Battambang | Agent
BATA030,Prey Svay,BAT - Battambang,Agent,In effect,BATA030,Prey Svay,BAT,Agent,BATA030 | Prey Svay | Prey Svay | 0319992324 | BAT | Battambang | Battambang | Agent
BATA032,Sdau,BAT - Battambang,Agent,In effect,BATA032,Sdau,BAT,Agent,BATA032 | Sdau | Sdau | 0886384445 | BAT | Battambang | Battambang | Agent
BATA033,Ampil Pram Daeum,BAT - Battambang,Agent,In effect,BATA033,Ampil Pram Daeum,BAT,Agent,BATA033 | Ampil Pram Daeum | Ampil Pram Daeum | 0886666033 | BAT | Battambang | Battambang | Agent
BATA034,Ou Char,BAT - Battambang,Agent,In effect,BATA034,Ou Char,BAT,Agent,BATA034 | Ou Char | Ou Char | 090471804 | BAT | Battambang | Battambang | Agent
BATA035,Anlung Vil,BAT - Battambang,Agent,In effect,BATA035,Anlung Vil,BAT,Agent,BATA035 | Anlung Vil | Anlung Vil | 0718525353 | BAT | Battambang | Battambang | Agent
BATA036,Vaot Ta Muem,BAT - Battambang,Agent,In effect,BATA036,Vaot Ta Muem,BAT,Agent,BATA036 | Vaot Ta Muem | Vaot Ta Muem | 0889595557 | BAT | Battambang | Battambang | Agent
BATA037,Peam Aek,BAT - Battambang,Agent,In effect,BATA037,Peam Aek,BAT,Agent,BATA037 | Peam Aek | Peam Aek | 0973366686 | BAT | Battambang | Battambang | Agent
BATA038,Prey Khpos,BAT - Battambang,Agent,In effect,BATA038,Prey Khpos,BAT,Agent,BATA038 | Prey Khpos | Prey Khpos | 0979676228 | BAT | Battambang | Battambang | Agent
BATA039,Mukh Rea,BAT - Battambang,Agent,In effect,BATA039,Mukh Rea,BAT,Agent,BATA039 | Mukh Rea | Mukh Rea | 0979655007 | BAT | Battambang | Battambang | Agent
BATA040,Prek Preah Sdach,BAT - Battambang,Agent,In effect,BATA040,Prek Preah Sdach,BAT,Agent,BATA040 | Prek Preah Sdach | Prek Preah Sdach | 0718378888 | BAT | Battambang | Battambang | Agent
BATA041,Moung Ruessei,BAT - Battambang,Agent,In effect,BATA041,Moung Ruessei,BAT,Agent,BATA041 | Moung Ruessei | Moung Ruessei | 0965244331 | BAT | Battambang | Battambang | Agent
BATA042,Sreng Koemlong,BAT - Battambang,Agent,In effect,BATA042,Sreng Koemlong,BAT,Agent,BATA042 | Sreng Koemlong | Sreng Koemlong | 0979542413 | BAT | Battambang | Battambang | Agent
BATP001,Battambang,BAT - Battambang,Post Office,In effect,BATP001,Battambang,BAT,Post Office,BATP001 | Battambang | Battambang | 0972277127 | BAT | Battambang | Battambang | Post Office
BATS001,Tuol Ta Ek,BAT - Battambang,Showroom,Out of effect,BATS001,Tuol Ta Ek,BAT,Showroom,BATS001 | Tuol Ta Ek | Tuol Ta Ek | 0972282257 | BAT | Battambang | Battambang | Showroom
BATS002,Ta Pung,BAT - Battambang,Showroom,Out of effect,BATS002,Ta Pung,BAT,Showroom,BATS002 | Ta Pung | Ta Pung | 0888894466 | BAT | Battambang | Battambang | Showroom
BATS003,Boeng Reang,BAT - Battambang,Showroom,Out of effect,BATS003,Boeng Reang,BAT,Showroom,BATS003 | Boeng Reang | Boeng Reang | BAT | Battambang | Battambang | Showroom
BATS004,Santepheap,BAT - Battambang,Showroom,Out of effect,BATS004,Santepheap,BAT,Showroom,BATS004 | Santepheap | Santepheap | BAT | Battambang | Battambang | Showroom
BATS005,Sdau,BAT - Battambang,Showroom,Out of effect,BATS005,Sdau,BAT,Showroom,BATS005 | Sdau | Sdau | 068444789 | BAT | Battambang | Battambang | Showroom
BATS006,Bavel,BAT - Battambang,Showroom,Out of effect,BATS006,Bavel,BAT,Showroom,BATS006 | Bavel | Bavel | 090929939 | BAT | Battambang | Battambang | Showroom
BATS007,Moung,BAT - Battambang,Showroom,In effect,BATS007,Moung,BAT,Showroom,BATS007 | Moung | Moung | 0885676516 | BAT | Battambang | Battambang | Showroom
BATS008,Sdau,BAT - Battambang,Showroom,Out of effect,BATS008,Sdau,BAT,Showroom,BATS008 | Sdau | Sdau | BAT | Battambang | Battambang | Showroom
DVCZ2,Vehicle Team Z2,BAT - Battambang,Post Office,In effect,DVCZ2,Vehicle Team Z2,BAT,Post Office,DVCZ2 | Vehicle Team Z2 | Vehicle Team Z2 | BAT | Battambang | Battambang | Post Office
HUBBAT01,Hub vùng HUBBAT01,BAT - Battambang,Warehouse / Hub,Out of effect,HUBBAT01,Hub vùng HUBBAT01,BAT,Warehouse / Hub,HUBBAT01 | Hub vùng HUBBAT01 | Hub vùng HUBBAT01 | BAT | Battambang | Battambang | Warehouse / Hub
HZ3P01,Head Office Z3,BAT - Battambang,Post Office,In effect,HZ3P01,Head Office Z3,BAT,Post Office,HZ3P01 | Head Office Z3 | Head Office Z3 | BAT | Battambang | Battambang | Post Office
KVBAT01,Kho vùng BAT,BAT - Battambang,Warehouse / Hub,Out of effect,KVBAT01,Kho vùng BAT,BAT,Warehouse / Hub,KVBAT01 | Kho vùng BAT | Kho vùng BAT | BAT | Battambang | Battambang | Warehouse / Hub
CHAA001,Peam Prathnuoh,CHA - Kampong Cham,Agent,In effect,CHAA001,Peam Prathnuoh,CHA,Agent,CHAA001 | Peam Prathnuoh | Peam Prathnuoh | 0888664145 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA002,Chrey Vien,CHA - Kampong Cham,Agent,In effect,CHAA002,Chrey Vien,CHA,Agent,CHAA002 | Chrey Vien | Chrey Vien | 067665432 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA003,Kor,CHA - Kampong Cham,Agent,In effect,CHAA003,Kor,CHA,Agent,CHAA003 | Kor | Kor | 066666642 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA004,Sandaek,CHA - Kampong Cham,Agent,In effect,CHAA004,Sandaek,CHA,Agent,CHAA004 | Sandaek | Sandaek | 0886341117 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA005,Me Sar Chrey,CHA - Kampong Cham,Agent,In effect,CHAA005,Me Sar Chrey,CHA,Agent,CHAA005 | Me Sar Chrey | Me Sar Chrey | 060373336 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA006,Peam Chi Kang,CHA - Kampong Cham,Agent,In effect,CHAA006,Peam Chi Kang,CHA,Agent,CHAA006 | Peam Chi Kang | Peam Chi Kang | 0979008412 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA007,Ta Prok,CHA - Kampong Cham,Agent,In effect,CHAA007,Ta Prok,CHA,Agent,CHAA007 | Ta Prok | Ta Prok | 0714862222 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA008,Thma Pun,CHA - Kampong Cham,Agent,In effect,CHAA008,Thma Pun,CHA,Agent,CHAA008 | Thma Pun | Thma Pun | 0313100028 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA009,Tang Krang,CHA - Kampong Cham,Agent,In effect,CHAA009,Tang Krang,CHA,Agent,CHAA009 | Tang Krang | Tang Krang | 0716601215 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA010,Bos Khnor,CHA - Kampong Cham,Agent,In effect,CHAA010,Bos Khnor,CHA,Agent,CHAA010 | Bos Khnor | Bos Khnor | 0717774841 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA011,Lvea,CHA - Kampong Cham,Agent,In effect,CHAA011,Lvea,CHA,Agent,CHAA011 | Lvea | Lvea | 0319621863 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA012,Khvet Thum,CHA - Kampong Cham,Agent,In effect,CHAA012,Khvet Thum,CHA,Agent,CHAA012 | Khvet Thum | Khvet Thum | 0976561888 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA013,Chealea,CHA - Kampong Cham,Agent,In effect,CHAA013,Chealea,CHA,Agent,CHAA013 | Chealea | Chealea | 0977713334 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA014,Batheay,CHA - Kampong Cham,Agent,In effect,CHAA014,Batheay,CHA,Agent,CHAA014 | Batheay | Batheay | 0716363168 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA015,Soutib,CHA - Kampong Cham,Agent,In effect,CHAA015,Soutib,CHA,Agent,CHAA015 | Soutib | Soutib | 0979431314 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA016,Veal Vung,CHA - Kampong Cham,Agent,In effect,CHAA016,Veal Vung,CHA,Agent,CHAA016 | Veal Vung | Veal Vung | 0718010101 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA017,Areak Tnaot,CHA - Kampong Cham,Agent,In effect,CHAA017,Areak Tnaot,CHA,Agent,CHAA017 | Areak Tnaot | Areak Tnaot | 0973399000 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA018,Kampong Cham,CHA - Kampong Cham,Agent,In effect,CHAA018,Kampong Cham,CHA,Agent,CHAA018 | Kampong Cham | Kampong Cham | 0974128678 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA019,Roka Koy,CHA - Kampong Cham,Agent,In effect,CHAA019,Roka Koy,CHA,Agent,CHAA019 | Roka Koy | Roka Koy | 0977644227 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA020,Hanchey,CHA - Kampong Cham,Agent,In effect,CHAA020,Hanchey,CHA,Agent,CHAA020 | Hanchey | Hanchey | 0713333612 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA021,Svay Pou,CHA - Kampong Cham,Agent,In effect,CHAA021,Svay Pou,CHA,Agent,CHAA021 | Svay Pou | Svay Pou | 068536475 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA022,Preak Kak,CHA - Kampong Cham,Agent,In effect,CHAA022,Preak Kak,CHA,Agent,CHAA022 | Preak Kak | Preak Kak | 0888855293 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA023,Preak Rumdeng,CHA - Kampong Cham,Agent,In effect,CHAA023,Preak Rumdeng,CHA,Agent,CHAA023 | Preak Rumdeng | Preak Rumdeng | 0884421662 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA024,Tumnob,CHA - Kampong Cham,Agent,In effect,CHAA024,Tumnob,CHA,Agent,CHAA024 | Tumnob | Tumnob | 090999000 | CHA | Kampong Cham | Kampong Cham | Agent
CHAA025,Lom Hae,CHA - Kampong Cham,Agent,In effect,CHAA025,Lom Hae,CHA,Agent,CHAA025 | Lom Hae | Lom Hae | 0977865168 | CHA | Kampong Cham | Kampong Cham | Agent
CHAP001,Kampong Cham,CHA - Kampong Cham,Post Office,In effect,CHAP001,Kampong Cham,CHA,Post Office,CHAP001 | Kampong Cham | Kampong Cham | 067981954 | CHA | Kampong Cham | Kampong Cham | Post Office
CHAS001,Veal Vung,CHA - Kampong Cham,Showroom,In effect,CHAS001,Veal Vung,CHA,Showroom,CHAS001 | Veal Vung | Veal Vung | 0884531122 | CHA | Kampong Cham | Kampong Cham | Showroom
CHAS002,Preak Kak,CHA - Kampong Cham,Showroom,In effect,CHAS002,Preak Kak,CHA,Showroom,CHAS002 | Preak Kak | Preak Kak | 0718040003 | CHA | Kampong Cham | Kampong Cham | Showroom
CHAS003,Soutib,CHA - Kampong Cham,Showroom,In effect,CHAS003,Soutib,CHA,Showroom,CHAS003 | Soutib | Soutib | 0977310368 | CHA | Kampong Cham | Kampong Cham | Showroom
CHAS004,Chrey Vien,CHA - Kampong Cham,Showroom,In effect,CHAS004,Chrey Vien,CHA,Showroom,CHAS004 | Chrey Vien | Chrey Vien | 060958251 | CHA | Kampong Cham | Kampong Cham | Showroom
CHAS005,Svay Teab,CHA - Kampong Cham,Showroom,In effect,CHAS005,Svay Teab,CHA,Showroom,CHAS005 | Svay Teab | Svay Teab | 0978122251 | CHA | Kampong Cham | Kampong Cham | Showroom
CHHA001,Ou Ruessei 01,CHH - Kampong Chhnang,Agent,In effect,CHHA001,Ou Ruessei 01,CHH,Agent,CHHA001 | Ou Ruessei 01 | Ou Ruessei 01 | 0979256868 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA002,Pongro,CHH - Kampong Chhnang,Agent,In effect,CHHA002,Pongro,CHH,Agent,CHHA002 | Pongro | Pongro | 0882356429 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA003,Ou Ruessei 02,CHH - Kampong Chhnang,Agent,In effect,CHHA003,Ou Ruessei 02,CHH,Agent,CHHA003 | Ou Ruessei 02 | Ou Ruessei 02 | 068519717 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA004,Saeb,CHH - Kampong Chhnang,Agent,In effect,CHHA004,Saeb,CHH,Agent,CHHA004 | Saeb | Saeb | 0974989014 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA005,Peani,CHH - Kampong Chhnang,Agent,In effect,CHHA005,Peani,CHH,Agent,CHHA005 | Peani | Peani | 0885871084 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA006,Ta Ches,CHH - Kampong Chhnang,Agent,In effect,CHHA006,Ta Ches,CHH,Agent,CHHA006 | Ta Ches | Ta Ches | 0314443535 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA007,Prey Kri 01,CHH - Kampong Chhnang,Agent,In effect,CHHA007,Prey Kri 01,CHH,Agent,CHHA007 | Prey Kri 01 | Prey Kri 01 | 0715975858 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA008,Peam Chhkaok,CHH - Kampong Chhnang,Agent,In effect,CHHA008,Peam Chhkaok,CHH,Agent,CHHA008 | Peam Chhkaok | Peam Chhkaok | 0718431010 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA009,Krang Skear,CHH - Kampong Chhnang,Agent,In effect,CHHA009,Krang Skear,CHH,Agent,CHHA009 | Krang Skear | Krang Skear | 0712847871 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA010,Chhnok Tru,CHH - Kampong Chhnang,Agent,In effect,CHHA010,Chhnok Tru,CHH,Agent,CHHA010 | Chhnok Tru | Chhnok Tru | 0883322881 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA011,Svay Chrum,CHH - Kampong Chhnang,Agent,In effect,CHHA011,Svay Chrum,CHH,Agent,CHHA011 | Svay Chrum | Svay Chrum | 0716555440 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA012,Trangel,CHH - Kampong Chhnang,Agent,In effect,CHHA012,Trangel,CHH,Agent,CHHA012 | Trangel | Trangel | 0718488815 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA013,Phsar,CHH - Kampong Chhnang,Agent,In effect,CHHA013,Phsar,CHH,Agent,CHHA013 | Phsar | Phsar | 0979474183 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA014,Krang Leav,CHH - Kampong Chhnang,Agent,In effect,CHHA014,Krang Leav,CHH,Agent,CHHA014 | Krang Leav | Krang Leav | 0979588987 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA015,Chrey Bak,CHH - Kampong Chhnang,Agent,In effect,CHHA015,Chrey Bak,CHH,Agent,CHHA015 | Chrey Bak | Chrey Bak | 0883444423 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA016,Chieb,CHH - Kampong Chhnang,Agent,In effect,CHHA016,Chieb,CHH,Agent,CHHA016 | Chieb | Chieb | 090649635 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA017,Prey Kri 02,CHH - Kampong Chhnang,Agent,In effect,CHHA017,Prey Kri 02,CHH,Agent,CHHA017 | Prey Kri 02 | Prey Kri 02 | 0975686565 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA018,Rolea B'ier,CHH - Kampong Chhnang,Agent,In effect,CHHA018,Rolea B'ier,CHH,Agent,CHHA018 | Rolea B'ier | Rolea B'ier | 067334452 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA019,Kampong Chhnang,CHH - Kampong Chhnang,Agent,In effect,CHHA019,Kampong Chhnang,CHH,Agent,CHHA019 | Kampong Chhnang | Kampong Chhnang | 0977267266 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
CHHA020,Krang Lvea,CHH - Kampong Chhnang,Agent,In effect,CHHA020,Krang Lvea,CHH,Agent,CHHA020 | Krang Lvea | Krang Lvea | 0887676940 | CHH | Kampong Chhnang | Kampong Chhnang | Agent
